index,Address,Monthly Rent,Property Type,Bath,Bed,Availability,Contact,URL,Lat,Long,Coordinates,GEOID,State,County,City,Neighborhood,RegionID,parent-location,population,renter-occupied-households,median-gross-rent,median-household-income,median-property-value,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,eviction-filings,evictions,2016_evict_rate,2016_evict_filing_rate,2011-2015_rent_perc_change,2015-2019_rent_perc_change,potential_bad_landlord,bad_landlord_address,num_stops_quart_mi,num_stops_half_mi,num_stops_3quart_mi,num_stops_1_mi,er_percentile,efr_percentile
4631506,"8034 S Maryland Ave  1, Chicago, IL 60619",1000,Apt,1.0,2.0,Available Now,(312) 656-5783,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4631506,41.7489,-87.604,POINT (-87.604 41.7489),170314401014,IL,Cook,Chicago,East Chatham,403360,"Cook County, Illinois",1274.0,539.0,773.0,16089.0,165500.0,3.53,91.13,0.0,0.0,5.34,65.0,28.0,5.19,12.06,-0.04291497975708502,0.05499153976311337,False,,0,0,0,0,0.8852069882263578,0.9076148879605014
4631524,"1150 N Ridgeway Ave , Chicago, IL 60651",1095,Apt,1.0,2.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4631524,41.9024,-87.7204,POINT (-87.7204 41.9024),170312312004,IL,Cook,Chicago,Humboldt Park,269585,"Cook County, Illinois",1560.0,292.0,889.0,33191.0,140400.0,2.44,55.9,34.55,0.0,0.0,11.0,4.0,1.37,3.77,0.05357142857142857,0.031387319522912745,False,,0,0,0,0,0.2397455374097987,0.15742499050512723
4631676,"2158 S Millard Ave , Chicago, IL 60623",850,Apt,1.0,2.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4631676,41.8521,-87.7165,POINT (-87.7165 41.8521),170318414002,IL,Cook,Chicago,Little Village,403117,"Cook County, Illinois",535.0,238.0,872.0,25741.0,178300.0,4.86,85.23,9.16,0.0,0.75,5.0,1.0,0.42,2.1,-0.005279034690799397,0.08263836239575435,False,,2,4,6,8,0.05839346752753513,0.054880364603114316
4631726,"937 N Austin Blvd , Chicago, IL 60651",1400,Apt,1.0,3.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4631726,41.8977,-87.7751,POINT (-87.77509999999999 41.8977),170312513005,IL,Cook,Chicago,South Austin,403120,"Cook County, Illinois",1031.0,251.0,888.0,26750.0,150500.0,0.97,93.6,5.43,0.0,0.0,9.0,3.0,1.2,3.59,-0.003479471120389701,0.05377094972067039,False,,0,0,2,6,0.20167109760729207,0.14337257880744397
4631773,"6812 S Merrill Ave , Chicago, IL 60649",1050,Apt,2.0,3.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4631773,41.7712,-87.5731,POINT (-87.5731 41.7712),170314301013,IL,Cook,Chicago,South Shore,269608,"Cook County, Illinois",1157.0,294.0,907.0,25839.0,270500.0,0.0,93.86,4.84,0.0,0.0,21.0,8.0,2.72,7.14,-0.028191072826938137,0.038678485092667206,False,,0,0,0,0,0.5469046714774022,0.5769084694265096
4631792,"1029 S Mason Ave , Chicago, IL 60644",1600,Apt,1.0,3.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4631792,41.8683,-87.773,POINT (-87.773 41.8683),170318314002,IL,Cook,Chicago,The Island,403326,"Cook County, Illinois",2377.0,553.0,864.0,36102.0,155300.0,13.59,62.39,21.79,0.76,1.47,27.0,7.0,1.27,4.88,,,False,,0,2,2,4,0.21401443220660843,0.2724078997341436
4631942,"6904 S Cregier Ave , Chicago, IL 60617",750,Apt,1.0,1.0,Available Now,(312) 388-1784,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4631942,41.7442,-87.5807,POINT (-87.58069999999999 41.7442),170314503002,IL,Cook,Chicago,Stony Island Park,403128,"Cook County, Illinois",674.0,72.0,1331.0,42375.0,125800.0,0.0,100.0,0.0,0.0,0.0,5.0,1.0,1.39,6.94,-0.018142235123367198,0.07464892830746489,False,,0,0,0,0,0.24306874287884542,0.5540258260539309
4632045,"8518 S Muskegon Ave 1, Chicago, IL 60617",800,Duplex,1.0,3.0,Available 3/10/2019,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Duplex/4632045,41.7404,-87.5556,POINT (-87.5556 41.7404),170314603011,IL,Cook,Chicago,South Chicago,140437,"Cook County, Illinois",997.0,218.0,691.0,33600.0,106600.0,1.71,49.65,48.65,0.0,0.0,18.0,6.0,2.75,8.26,0.02642113690952762,0.06708268330733229,False,,0,0,0,0,0.556399544246107,0.7019559437903532
4632103,"1936 N Central Park Ave , Chicago, IL 60647",1300,Apt,1.0,2.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4632103,41.9166,-87.717,POINT (-87.717 41.9166),170312229001,IL,Cook,Chicago,Logan Square,269592,"Cook County, Illinois",816.0,233.0,850.0,45000.0,206000.0,17.4,4.53,78.06,0.0,0.0,10.0,2.0,0.86,4.29,0.07522697795071336,0.038600723763570564,False,,0,0,0,0,0.14194834789213825,0.21173566274211925
4632118,"6440 S Ellis Ave , Chicago, IL 60637",1275,Apt,2.0,4.0,Available Now,(773) 288-6771,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-Apt/4632118,41.7774,-87.6007,POINT (-87.6007 41.7774),170314208001,IL,Cook,Chicago,Woodlawn,276138,"Cook County, Illinois",1052.0,348.0,1093.0,27656.0,843800.0,1.24,95.72,1.14,0.0,0.0,16.0,6.0,1.72,4.6,-0.02700781805259417,0.02410518626734843,False,,0,2,2,4,0.3073490315229776,0.23784656285605774
4632119,"6517 S University Ave , Chicago, IL 60637",1200,Apt,1.0,3.0,Available Now,(773) 288-6771,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4632119,41.7763,-87.5984,POINT (-87.5984 41.7763),170318344003,IL,Cook,Chicago,Woodlawn,276138,"Cook County, Illinois",1423.0,446.0,1154.0,44500.0,206400.0,2.32,95.64,0.7,0.0,0.0,22.0,12.0,2.69,4.93,-0.02700781805259417,0.02410518626734843,False,,0,2,2,4,0.5341815419673377,0.28731484998101026
4632234,"7137 S Rhodes Ave , Chicago, IL 60619",1150,Apt,1.0,2.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4632234,41.7647,-87.6113,POINT (-87.6113 41.7647),170316909004,IL,Cook,Chicago,Park Manor,403356,"Cook County, Illinois",1027.0,230.0,880.0,34178.0,126400.0,0.0,100.0,0.0,0.0,0.0,21.0,11.0,4.78,9.13,-0.023148148148148147,0.06398104265402843,False,,0,0,0,2,0.8689707557918724,0.7785795670338017
4632367,"8135 S Phillips Ave , Chicago, IL 60617",1100,Apt,2.0,3.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4632367,41.747,-87.5646,POINT (-87.5646 41.747),170314604002,IL,Cook,Chicago,South Chicago,140437,"Cook County, Illinois",1062.0,143.0,903.0,58088.0,115700.0,2.17,94.92,1.98,0.0,0.0,17.0,10.0,6.99,11.89,0.02642113690952762,0.06708268330733229,False,,0,0,0,0,0.9689517660463349,0.9043866312191416
4632762,"8142 S Drexel Ave , Chicago, IL 60619",1050,Apt,1.0,2.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4632762,41.7464,-87.603,POINT (-87.60299999999999 41.7464),170314401012,IL,Cook,Chicago,East Chatham,403360,"Cook County, Illinois",757.0,317.0,831.0,28542.0,164100.0,0.0,94.32,2.91,0.0,0.0,35.0,21.0,6.62,11.04,-0.04291497975708502,0.05499153976311337,False,,0,0,0,0,0.9572730725408279,0.8769464489175846
4633077,"234 W 57th St , Chicago, IL 60621",775,Apt,1.0,1.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4633077,41.791,-87.6319,POINT (-87.6319 41.791),170318346004,IL,Cook,Chicago,Englewood,138261,"Cook County, Illinois",1266.0,255.0,1019.0,25243.0,141700.0,0.0,98.18,1.82,0.0,0.0,13.0,6.0,2.35,5.1,-0.018268467037331215,0.0744336569579288,False,,0,2,4,6,0.4603114318268135,0.30981769844284085
4633309,"5543 S Loomis Blvd , Chicago, IL 60636",1350,Apt,2.0,3.0,Available Now,(312) 719-8898,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4633309,41.7925,-87.6593,POINT (-87.6593 41.7925),170316701002,IL,Cook,Chicago,Englewood,138261,"Cook County, Illinois",817.0,207.0,1119.0,28750.0,142000.0,5.75,88.74,5.51,0.0,0.0,12.0,2.0,0.97,5.8,-0.018268467037331215,0.0744336569579288,False,,0,0,0,2,0.16321686289403722,0.3890998860615268
4633416,"7719 S Yates Blvd , Chicago, IL 60649",750,Apt,1.0,2.0,Available Now,(312) 388-1784,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4633416,41.7548,-87.5659,POINT (-87.5659 41.7548),170314313012,IL,Cook,Chicago,South Shore,269608,"Cook County, Illinois",1377.0,497.0,864.0,31157.0,183200.0,3.78,91.5,0.0,1.82,0.0,85.0,38.0,7.65,17.1,-0.028191072826938137,0.038678485092667206,False,,0,0,0,0,0.9798708697303457,0.9815799468287125
4633422,"3814 W Ohio St , Chicago, IL 60624",1200,Apt,1.0,3.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4633422,41.8919,-87.7218,POINT (-87.7218 41.8919),170312315006,IL,Cook,Chicago,East Garfield Park,269577,"Cook County, Illinois",2060.0,346.0,964.0,36667.0,236600.0,0.0,93.11,5.15,0.0,0.0,19.0,10.0,2.89,5.49,-0.012162162162162163,0.03419972640218878,False,,0,2,4,6,0.6042537030003798,0.34428408659323967
4633480,"1520 E 67th Pl , Chicago, IL 60637",1050,Apt,1.0,3.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4633480,41.7727,-87.5878,POINT (-87.5878 41.7727),170314303001,IL,Cook,Chicago,Grand Crossing,276349,"Cook County, Illinois",958.0,414.0,994.0,30795.0,141700.0,0.52,98.96,0.0,0.0,0.0,32.0,12.0,2.9,7.73,-0.02107728337236534,0.058213716108452954,False,,0,0,0,0,0.6114698063045955,0.6266616027345233
4633534,"2907 W 65th St  , Chicago, IL 60629",745,Apt,1.0,1.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4633534,41.7753,-87.6962,POINT (-87.6962 41.7753),170316608004,IL,Cook,Chicago,Marquette Park,403148,"Cook County, Illinois",950.0,209.0,897.0,40938.0,135700.0,3.47,39.89,54.11,0.0,0.0,10.0,6.0,2.87,4.78,0.029065200314218383,0.1,False,,0,0,0,0,0.5990315229775921,0.2606342575009495
4633536,"2903 W 65th St , Chicago, IL 60629",775,Apt,1.0,1.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4633536,41.7753,-87.696,POINT (-87.696 41.7753),170316608004,IL,Cook,Chicago,Marquette Park,403148,"Cook County, Illinois",950.0,209.0,897.0,40938.0,135700.0,3.47,39.89,54.11,0.0,0.0,10.0,6.0,2.87,4.78,0.029065200314218383,0.1,False,,0,0,0,0,0.5990315229775921,0.2606342575009495
4633633,"2725 W 16th St , Chicago, IL 60608",1900,Apt,2.0,4.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-Apt/4633633,41.859,-87.6943,POINT (-87.6943 41.859),170312916001,IL,Cook,Chicago,Douglas Park,403560,"Cook County, Illinois",859.0,196.0,865.0,38182.0,156700.0,11.87,17.81,69.97,0.0,0.35,4.0,0.0,0.0,2.04,,,False,,0,2,6,8,0.0186099506266616,0.0517470565894417
4633662,"7754 S Loomis Blvd , Chicago, IL 60620",820,Apt,1.0,2.0,Available Now,(312) 361-3145,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4633662,41.7524,-87.6588,POINT (-87.6588 41.7524),170317103001,IL,Cook,Chicago,Gresham,269571,"Cook County, Illinois",1301.0,358.0,849.0,23676.0,116500.0,0.0,97.46,0.77,0.0,0.0,46.0,16.0,4.47,12.85,-0.0031007751937984496,0.09720062208398134,False,,0,0,0,0,0.8364033421952146,0.9431257121154577
4633677,"8236 S Hermitage Ave  , Chicago, IL 60620",1500,Apt,1.0,3.0,Available Now,(773) 633-2369,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4633677,41.7444,-87.667,POINT (-87.667 41.7444),170317112001,IL,Cook,Chicago,Gresham,269571,"Cook County, Illinois",1408.0,295.0,1002.0,31581.0,159900.0,0.0,99.15,0.0,0.0,0.85,11.0,3.0,1.02,3.73,-0.0031007751937984496,0.09720062208398134,False,,0,0,0,0,0.1794530953285226,0.14906950246866693
4633702,"1520 E 67th Pl , Chicago, IL 60637",1050,Apt,1.0,3.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4633702,41.7727,-87.5878,POINT (-87.5878 41.7727),170314303001,IL,Cook,Chicago,Grand Crossing,276349,"Cook County, Illinois",958.0,414.0,994.0,30795.0,141700.0,0.52,98.96,0.0,0.0,0.0,32.0,12.0,2.9,7.73,-0.02107728337236534,0.058213716108452954,False,,0,0,0,0,0.6114698063045955,0.6266616027345233
4633756,"8846 S Houston Ave , Chicago, IL 60617",900,Apt,1.0,2.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4633756,41.7342,-87.5502,POINT (-87.5502 41.7342),170314607002,IL,Cook,Chicago,South Chicago,140437,"Cook County, Illinois",808.0,174.0,660.0,37571.0,,0.0,26.11,73.89,0.0,0.0,12.0,7.0,4.02,6.9,0.02642113690952762,0.06708268330733229,False,,0,0,0,0,0.8016521078617547,0.5473794151158374
4633776,"6406 S Francisco Ave , Chicago, IL 60629",1125,Apt,1.0,3.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4633776,41.777,-87.6961,POINT (-87.6961 41.777),170316606004,IL,Cook,Chicago,Marquette Park,403148,"Cook County, Illinois",1533.0,298.0,954.0,24387.0,201500.0,2.94,41.29,51.73,0.0,0.0,22.0,8.0,2.68,7.38,0.029065200314218383,0.1,False,,0,0,0,0,0.527155336118496,0.5939042916824915
4633815,"7737 S Yates Blvd  3n, Chicago, IL 60649",1200,Apt,2.0,3.0,Available Now,(773) 226-7742,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4633815,41.7543,-87.566,POINT (-87.566 41.7543),170314313012,IL,Cook,Chicago,South Shore,269608,"Cook County, Illinois",1377.0,497.0,864.0,31157.0,183200.0,3.78,91.5,0.0,1.82,0.0,85.0,38.0,7.65,17.1,-0.028191072826938137,0.038678485092667206,False,,0,0,0,0,0.9798708697303457,0.9815799468287125
4633887,"820 N Kedvale Ave Garden, Chicago, IL 60651",1375,Apt,1.0,3.0,Available Now,(773) 799-1571,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4633887,41.896,-87.73,POINT (-87.73 41.896),170318421003,IL,Cook,Chicago,West Humboldt Park,403318,"Cook County, Illinois",987.0,146.0,1005.0,,,0.0,99.29,0.71,0.0,0.0,8.0,3.0,2.05,5.48,-0.012958963282937365,0.10357403355215171,False,,0,0,0,4,0.38283327003418155,0.34181541967337636
4633907,"3036 W Jackson Blvd  , Chicago, IL 60612",1000,Apt,1.0,2.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4633907,41.8774,-87.7024,POINT (-87.7024 41.8774),170312712001,IL,Cook,Chicago,East Garfield Park,269577,"Cook County, Illinois",1254.0,277.0,995.0,24519.0,124400.0,3.75,93.94,2.31,0.0,0.0,6.0,1.0,0.36,2.17,-0.012162162162162163,0.03419972640218878,False,,0,2,8,10,0.050512723129510065,0.05943790353209267
4634242,"8430 S Baker Ave , Chicago, IL 60617",1000,Apt,1.0,2.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4634242,41.7412,-87.547,POINT (-87.547 41.7412),170314602002,IL,Cook,Chicago,The Bush,403359,"Cook County, Illinois",1658.0,297.0,728.0,28349.0,122500.0,4.28,51.45,44.27,0.0,0.0,21.0,6.0,2.02,7.07,,,False,,0,0,0,0,0.3763767565514622,0.5704519559437904
4634258,"942 N Lawndale Ave , Chicago, IL 60651",1300,Apt,1.0,4.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4634258,41.8985,-87.7191,POINT (-87.7191 41.8985),170312312002,IL,Cook,Chicago,Humboldt Park,269585,"Cook County, Illinois",1221.0,322.0,870.0,19659.0,157400.0,0.0,77.81,22.19,0.0,0.0,9.0,4.0,1.24,2.8,0.05357142857142857,0.031387319522912745,False,,0,0,0,4,0.20822255981769844,0.09409418913786555
4634287,"8917 S Exchange Ave , Chicago, IL 60617",1550,Apt,1.0,5.0,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/5-bedroom-1-bathroom-rental-Apt/4634287,41.7331,-87.5523,POINT (-87.5523 41.7331),170318339001,IL,Cook,Chicago,South Chicago,140437,"Cook County, Illinois",1397.0,343.0,687.0,28171.0,118500.0,0.64,49.39,49.96,0.0,0.0,18.0,6.0,1.75,5.25,0.02642113690952762,0.06708268330733229,False,,0,0,0,0,0.3138055450056969,0.32140144322066083
4634305,"7521 N Seeley Ave , Chicago, IL 60645",975,Apt,1.0,1.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4634305,42.0185,-87.6812,POINT (-87.6812 42.0185),170310102012,IL,Cook,Chicago,Rogers Park,269605,"Cook County, Illinois",4339.0,1041.0,1023.0,36377.0,148600.0,18.6,51.33,23.14,0.0,4.1,61.0,23.0,2.21,5.86,0.04738330975954738,0.020931802835921675,False,,0,4,8,8,0.424420812761109,0.4060007595898215
4634338,"612 E Marquette Rd , Chicago, IL 60637",1100,Apt,1.0,3.0,Available Now,(773) 288-6771,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4634338,41.7751,-87.6103,POINT (-87.6103 41.7751),170314207003,IL,Cook,Chicago,West Woodlawn,403353,"Cook County, Illinois",602.0,258.0,1110.0,17784.0,145200.0,0.0,100.0,0.0,0.0,0.0,22.0,7.0,2.71,8.53,-0.04661654135338346,0.026813880126182965,False,,0,4,4,6,0.5425370300037979,0.7296809722749715
4634431,"2105 E 67th St , Chicago, IL 60649",1400,Apt,2.0,3.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4634431,41.7731,-87.5735,POINT (-87.5735 41.7731),170314301014,IL,Cook,Chicago,South Shore,269608,"Cook County, Illinois",1149.0,494.0,918.0,30066.0,255300.0,1.48,96.87,0.0,0.0,0.0,54.0,20.0,4.05,10.93,-0.028191072826938137,0.038678485092667206,False,,0,0,0,0,0.8080136726167869,0.8674515761488796
4634554,"657 N Christiana Ave , Chicago, IL 60624",1300,Apt,1.0,3.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4634554,41.8935,-87.7099,POINT (-87.7099 41.8935),170318367001,IL,Cook,Chicago,East Garfield Park,269577,"Cook County, Illinois",920.0,360.0,685.0,20500.0,108200.0,0.0,80.54,18.91,0.0,0.54,25.0,13.0,3.61,6.94,-0.012162162162162163,0.03419972640218878,False,,0,0,4,8,0.7458222559817699,0.5540258260539309
4634578,"11439 S Hermosa Ave , Chicago, IL 60643",1700,House,2.0,5.0,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/5-bedroom-2-bathroom-rental-House/4634578,41.6853,-87.67,POINT (-87.67 41.6853),170317505003,IL,Cook,Chicago,Morgan Park,269595,"Cook County, Illinois",2020.0,385.0,757.0,43377.0,107100.0,2.82,96.39,0.0,0.79,0.0,19.0,2.0,0.52,4.94,-0.008178438661710037,0.10044977511244378,False,,0,0,0,0,0.07330041777440183,0.2932016710976073
4634637,"7712 S Essex Ave 1, Chicago, IL 60649",1050,Apt,1.0,3.0,Available Now,(312) 600-5815,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4634637,41.7549,-87.5642,POINT (-87.5642 41.7549),170314313012,IL,Cook,Chicago,South Shore,269608,"Cook County, Illinois",1377.0,497.0,864.0,31157.0,183200.0,3.78,91.5,0.0,1.82,0.0,85.0,38.0,7.65,17.1,-0.028191072826938137,0.038678485092667206,False,,0,0,0,0,0.9798708697303457,0.9815799468287125
4634729,"7776 S South Shore Dr  3c, Chicago, IL 60649",850,Apt,1.0,2.0,Available Now,(312) 721-6017,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4634729,41.7559,-87.5524,POINT (-87.55240000000001 41.7559),170314314003,IL,Cook,Chicago,South Shore,269608,"Cook County, Illinois",2229.0,881.0,813.0,17934.0,78000.0,4.35,95.65,0.0,0.0,0.0,101.0,49.0,5.56,11.46,-0.028191072826938137,0.038678485092667206,False,,0,0,0,0,0.922426889479681,0.8878655526015952
4635056,"5601 S Sacramento Ave , Chicago, IL 60629",700,Apt,1.0,1.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4635056,41.7917,-87.6984,POINT (-87.69840000000001 41.7917),170316308002,IL,Cook,Chicago,Gage Park,269582,"Cook County, Illinois",2361.0,207.0,845.0,52313.0,107200.0,2.2,0.0,97.8,0.0,0.0,4.0,2.0,0.97,1.93,0.0512,0.09969558599695585,False,,0,0,0,2,0.16321686289403722,0.03940372199012533
4635148,"3000 W 61st St , Chicago, IL 60629",1200,Apt,2.0,3.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4635148,41.7829,-87.6987,POINT (-87.6987 41.7829),170316603023,IL,Cook,Chicago,Chicago Lawn,269576,"Cook County, Illinois",1290.0,220.0,875.0,24107.0,148300.0,3.02,6.59,88.84,0.0,0.0,19.0,9.0,4.09,8.64,0.04265402843601896,0.09393939393939393,False,,0,0,0,0,0.8123813140903912,0.7387011014052411
4635173,"5411 S Michigan Ave , Chicago, IL 60615",1250,Apt,1.5,3.0,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4635173,41.7961,-87.622,POINT (-87.622 41.7961),170314003001,IL,Cook,Chicago,Washington Park,275927,"Cook County, Illinois",1318.0,469.0,1035.0,36250.0,180300.0,2.5,90.59,5.54,0.0,0.3,27.0,11.0,2.35,5.76,-0.03381294964028777,0.0387192851824274,False,,2,6,6,8,0.4603114318268135,0.3756171667299658
4635175,"3045 W Eastwood Ave , Chicago, IL 60625",900,Apt,1.0,1.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4635175,41.9654,-87.7053,POINT (-87.70529999999999 41.9654),170311408001,IL,Cook,Chicago,Albany Park,269566,"Cook County, Illinois",1059.0,340.0,1056.0,43929.0,277100.0,40.79,4.44,45.42,0.0,5.38,6.0,2.0,0.59,1.76,0.04087013843111404,0.03103229892336922,False,,4,6,8,10,0.0804215723509305,0.03646031143182681
4635186,"7844 S Ellis Ave , Chicago, IL 60619",1139,Apt,1.0,3.0,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4635186,41.7518,-87.6007,POINT (-87.6007 41.7518),170316915002,IL,Cook,Chicago,Grand Crossing,276349,"Cook County, Illinois",852.0,170.0,813.0,23616.0,112500.0,2.46,97.54,0.0,0.0,0.0,15.0,3.0,1.76,8.82,-0.02107728337236534,0.058213716108452954,False,,0,0,0,0,0.3170338017470566,0.7556019749335359
4635204,"5221 S Calumet Ave , Chicago, IL 60615",1000,Apt,1.0,2.0,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4635204,41.7996,-87.6177,POINT (-87.6177 41.7996),170318361003,IL,Cook,Chicago,Washington Park,275927,"Cook County, Illinois",802.0,261.0,514.0,18404.0,,0.62,99.38,0.0,0.0,0.0,27.0,12.0,4.6,10.34,-0.03381294964028777,0.0387192851824274,False,,2,4,6,8,0.8485567793391569,0.8336498290922901
4635210,"6828 S Loomis Blvd , Chicago, IL 60620",1100,Apt,1.0,3.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4635210,41.7359,-87.6582,POINT (-87.65819999999999 41.7359),170317111002,IL,Cook,Chicago,Gresham,269571,"Cook County, Illinois",884.0,187.0,843.0,48333.0,87200.0,0.0,100.0,0.0,0.0,0.0,7.0,3.0,1.6,3.74,-0.0031007751937984496,0.09720062208398134,False,,0,0,0,0,0.2918723889099886,0.15087352829472084
4635254,"6509 S Peoria St , Chicago, IL 60621",995,Apt,1.0,1.0,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4635254,41.7757,-87.6468,POINT (-87.6468 41.7757),170316810002,IL,Cook,Chicago,Englewood,138261,"Cook County, Illinois",682.0,187.0,745.0,,82900.0,0.0,98.68,0.0,0.0,0.0,10.0,4.0,2.14,5.35,-0.018268467037331215,0.0744336569579288,False,,0,2,2,6,0.40685529813900495,0.33156095708317507
4635312,"5554 W North Ave , Chicago, IL 60639",725,Apt,1.0,1.0,Available Now,(773) 916-6507,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4635312,41.9095,-87.7651,POINT (-87.7651 41.9095),170312503003,IL,Cook,Chicago,North Austin,403323,"Cook County, Illinois",1089.0,428.0,978.0,31250.0,167200.0,0.83,91.28,7.9,0.0,0.0,24.0,8.0,1.87,5.61,0.01722900215362527,0.1213832039520113,False,,0,0,0,0,0.33906190657045193,0.3568173186479301
