,Address,Monthly Rent,Property Type,Bath,Bed,Voucher Necessary,Availability,Contact,URL,Lat,Long,Coordinates,GEOID,State,County,City,Name,RegionID,year,eviction-rate,eviction-filing-rate,2011-2015,2015-2019
1333,"4329 W Kamerling Ave , Chicago, IL 60651",1050,Apt,2.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-2-bathroom-rental-Apt/4621174,41.905,-87.735,POINT (-87.735 41.905),170312306005,IL,Cook,Chicago,West Humboldt Park,403318,2016,1.31,3.28,-0.012958963282937365,0.10357403355215171
1334,"320 N Pine Ave , Chicago, IL 60644",800,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4621366,41.8864,-87.7638,POINT (-87.7638 41.8864),170312519003,IL,Cook,Chicago,South Austin,403120,2016,2.33,6.98,-0.003479471120389701,0.05377094972067039
1335,"1017 W 103rd St , Chicago, IL 60643",1350,House,1.0,3.0,Yes,Available Now,(312) 523-7147,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-House/4621623,41.7067,-87.6484,POINT (-87.6484 41.7067),170317307002,IL,Cook,Chicago,Washington Heights,269610,2016,1.95,5.84,0.012749003984063745,0.12981904012588513
1336,"2221 E 82nd St  1e, Chicago, IL 60617",860,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4621725,41.7461,-87.5703,POINT (-87.5703 41.7461),170314605002,IL,Cook,Chicago,South Chicago,140437,2016,1.22,2.44,0.02642113690952762,0.06708268330733229
1337,"11009 S Vernon Ave , Chicago, IL 60628",980,Apt,1.0,2.0,Yes,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4621765,41.6942,-87.6118,POINT (-87.6118 41.6942),170314909011,IL,Cook,Chicago,Roseland,275251,2016,2.06,7.42,0.0048543689320388345,0.10305958132045089
1338,"4856 W Huron St , Chicago, IL 60644",1300,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4622474,41.8934,-87.748,POINT (-87.748 41.8934),170312517001,IL,Cook,Chicago,South Austin,403120,2016,3.77,8.79,-0.003479471120389701,0.05377094972067039
1339,"113 N Kostner Ave  , Chicago, IL 60624",1150,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4622479,41.8825,-87.7354,POINT (-87.7354 41.8825),170312603001,IL,Cook,Chicago,West Garfield Park,269613,2016,1.87,5.85,-0.03136136849607983,0.046357615894039736
1340,"5223 S Peoria St , Chicago, IL 60609",900,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4622521,41.799,-87.6474,POINT (-87.6474 41.799),170316121001,IL,Cook,Chicago,Back of the Yards,403146,2016,0.3,3.27,0.0,0.08339828526890102
1341,"9927 S Oglesby Ave , Chicago, IL 60617",1100,House,1.0,3.0,Yes,Available Now,(630) 280-1117,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-House/4622572,41.7145,-87.5655,POINT (-87.5655 41.7145),170315103004,IL,Cook,Chicago,Hegewisch,138732,2016,0.45,5.8,0.03526448362720403,0.10218978102189781
1342,"8319 S Manistee Ave # 1 , Chicago, IL 60617",1150,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4622622,41.744,-87.5573,POINT (-87.5573 41.744),170314603023,IL,Cook,Chicago,South Chicago,140437,2016,1.44,5.04,0.02642113690952762,0.06708268330733229
1343,"7353 S Kenwood Ave  1st Floor, Chicago, IL 60619",1100,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4622648,41.7607,-87.5918,POINT (-87.59180000000001 41.7607),170314304003,IL,Cook,Chicago,Grand Crossing,276349,2016,4.17,6.67,-0.02107728337236534,0.058213716108452954
1344,"1232 S Albany Ave , Chicago, IL 60623",1295,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4622733,41.8654,-87.7035,POINT (-87.70350000000001 41.8654),170318431001,IL,Cook,Chicago,Archer Heights,269568,2016,2.3,6.91,-0.015256588072122053,0.06267605633802817
1345,"8319 S Manistee Ave # 2 , Chicago, IL 60617",1150,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4622747,41.744,-87.5573,POINT (-87.5573 41.744),170314603023,IL,Cook,Chicago,South Chicago,140437,2016,1.44,5.04,0.02642113690952762,0.06708268330733229
1346,"1755 E 72nd Pl Apt 1 , Chicago, IL 60649",1250,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4622748,41.7631,-87.5815,POINT (-87.58150000000001 41.7631),170314305002,IL,Cook,Chicago,South Shore,269608,2016,4.77,9.91,-0.028191072826938137,0.038678485092667206
1347,"1755 E 72nd Pl Apt 2 , Chicago, IL 60649",1250,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4622757,41.7631,-87.5815,POINT (-87.58150000000001 41.7631),170314305002,IL,Cook,Chicago,South Shore,269608,2016,4.77,9.91,-0.028191072826938137,0.038678485092667206
1348,"7724 S Lowe Ave # 1 , Chicago, IL 60620",1150,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4622758,41.7535,-87.6408,POINT (-87.6408 41.7535),170317101001,IL,Cook,Chicago,Gresham,269571,2016,1.58,6.79,-0.0031007751937984496,0.09720062208398134
1349,"7724 S Lowe Ave # 2 , Chicago, IL 60620",1250,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4622761,41.7535,-87.6408,POINT (-87.6408 41.7535),170317101001,IL,Cook,Chicago,Gresham,269571,2016,1.58,6.79,-0.0031007751937984496,0.09720062208398134
1350,"7044 S Woodlawn Ave # 1 , Chicago, IL 60637",1150,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4622763,41.7664,-87.5955,POINT (-87.5955 41.7664),170318418002,IL,Cook,Chicago,Grand Crossing,276349,2016,2.34,6.23,-0.02107728337236534,0.058213716108452954
1351,"7457 S Eggleston Ave # 1 , Chicago, IL 60621",1150,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4622765,41.7582,-87.6354,POINT (-87.6354 41.7582),170316911003,IL,Cook,Chicago,Englewood,138261,2016,4.69,10.8,-0.018268467037331215,0.0744336569579288
1352,"6427 S Saint Lawrence Ave # 1 , Chicago, IL 60637",950,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4622766,41.7777,-87.6104,POINT (-87.6104 41.7777),170314207004,IL,Cook,Chicago,West Woodlawn,403353,2016,1.64,6.01,-0.04661654135338346,0.026813880126182965
1353,"6427 S Saint Lawrence Ave # 2 , Chicago, IL 60637",1150,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4622768,41.7777,-87.6104,POINT (-87.6104 41.7777),170314207004,IL,Cook,Chicago,West Woodlawn,403353,2016,1.64,6.01,-0.04661654135338346,0.026813880126182965
1354,"5260 W Congress Pkwy , Chicago, IL 60644",1350,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4622960,41.8741,-87.7573,POINT (-87.7573 41.8741),170312521023,IL,Cook,Chicago,South Austin,403120,2016,4.44,9.29,-0.003479471120389701,0.05377094972067039
1355,"1360 W 78th St , Chicago, IL 60620",950,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4623088,41.7525,-87.6577,POINT (-87.65770000000001 41.7525),170317102005,IL,Cook,Chicago,Gresham,269571,2016,2.56,7.25,-0.0031007751937984496,0.09720062208398134
1356,"7210 S Perry Ave , Chicago, IL 60621",1250,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4623089,41.7633,-87.6283,POINT (-87.6283 41.7633),170316911004,IL,Cook,Chicago,Park Manor,403356,2016,0.96,4.79,-0.023148148148148147,0.06398104265402843
1357,"321 S Albany Ave 1, Chicago, IL 60612",1400,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4623124,41.8767,-87.7032,POINT (-87.7032 41.8767),170312712001,IL,Cook,Chicago,East Garfield Park,269577,2016,0.36,2.17,-0.012162162162162163,0.03419972640218878
1358,"6903 S Prairie Ave , Chicago, IL 60637",1339,Apt,1.0,3.0,Yes,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4623211,41.769,-87.6183,POINT (-87.6183 41.769),170316904002,IL,Cook,Chicago,Park Manor,403356,2016,2.56,6.07,-0.023148148148148147,0.06398104265402843
1359,"5600 S Michigan Ave , Chicago, IL 60637",1139,Apt,1.0,2.0,Yes,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4623218,41.7927,-87.6228,POINT (-87.6228 41.7927),170314005001,IL,Cook,Chicago,Washington Park,275927,2016,2.39,10.74,-0.03381294964028777,0.0387192851824274
1360,"5840 S Calumet Ave , Chicago, IL 60637",1139,Apt,1.0,2.0,Yes,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4623267,41.7881,-87.6176,POINT (-87.6176 41.7881),170314004002,IL,Cook,Chicago,Washington Park,275927,2016,3.61,7.22,-0.03381294964028777,0.0387192851824274
1361,"543 W 61st Pl , Chicago, IL 60621",1050,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4623276,41.7824,-87.6393,POINT (-87.63930000000001 41.7824),170318346002,IL,Cook,Chicago,Englewood,138261,2016,0.68,4.1,-0.018268467037331215,0.0744336569579288
1362,"6127 S Maplewood Ave , Chicago, IL 60629",1253,Apt,1.0,3.0,Yes,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4623360,41.7821,-87.6871,POINT (-87.6871 41.7821),170318350002,IL,Cook,Chicago,Chicago Lawn,269576,2016,4.37,12.14,0.04265402843601896,0.09393939393939393
1363,"525 N Homan Ave , Chicago, IL 60624",1550,Apt,1.0,3.0,Yes,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4623560,41.8911,-87.7109,POINT (-87.7109 41.8911),170318367001,IL,Cook,Chicago,East Garfield Park,269577,2016,3.61,6.94,-0.012162162162162163,0.03419972640218878
1364,"1128 N Leclaire Ave  2, Chicago, IL 60651",1150,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4623649,41.9009,-87.7534,POINT (-87.7534 41.9009),170312511004,IL,Cook,Chicago,South Austin,403120,2016,4.17,8.33,-0.003479471120389701,0.05377094972067039
1365,"1616 S Millard Ave , Chicago, IL 60623",1500,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4623753,41.8584,-87.7168,POINT (-87.71680000000001 41.8584),170312922002,IL,Cook,Chicago,Archer Heights,269568,2016,1.9,5.38,-0.015256588072122053,0.06267605633802817
1366,"8157 S Throop St , Chicago, IL 60620",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4623986,41.7452,-87.6557,POINT (-87.6557 41.7452),170317107003,IL,Cook,Chicago,Gresham,269571,2016,2.78,8.68,-0.0031007751937984496,0.09720062208398134
1367,"2806 E 76th Pl , Chicago, IL 60649",1000,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4624063,41.7568,-87.5571,POINT (-87.55710000000001 41.7568),170314314002,IL,Cook,Chicago,South Shore,269608,2016,4.59,12.52,-0.028191072826938137,0.038678485092667206
1368,"5123 W Augusta Blvd , Chicago, IL 60651",1088,Apt,1.0,2.0,Yes,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4624203,41.8985,-87.7542,POINT (-87.7542 41.8985),170312511003,IL,Cook,Chicago,South Austin,403120,2016,1.48,3.94,-0.003479471120389701,0.05377094972067039
1369,"1715 W Steuben St , Chicago, IL 60643",1450,Apt,1.0,3.0,Yes,Available Now,(773) 415-8077,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4624222,41.6867,-87.6642,POINT (-87.66419999999999 41.6867),170317505003,IL,Cook,Chicago,Morgan Park,269595,2016,0.52,4.94,-0.008178438661710037,0.10044977511244378
1370,"6207 S Maplewood Ave , Chicago, IL 60629",800,Apt,1.0,2.0,Yes,Available Now,(312) 388-1784,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4624341,41.7807,-87.687,POINT (-87.687 41.7807),170318350002,IL,Cook,Chicago,Chicago Lawn,269576,2016,4.37,12.14,0.04265402843601896,0.09393939393939393
1371,"2614 E 78th St , Chicago, IL 60649",1250,Apt,1.0,3.0,Yes,Available Now,(312) 388-1784,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4624410,41.7539,-87.5607,POINT (-87.5607 41.7539),170314313012,IL,Cook,Chicago,South Shore,269608,2016,7.65,17.1,-0.028191072826938137,0.038678485092667206
1372,"11920 S Harvard Ave , Chicago, IL 60628",1350,House,1.0,3.0,Yes,Available Now,(312) 388-1784,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-House/4624413,41.6772,-87.6314,POINT (-87.6314 41.6772),170315305011,IL,Cook,Chicago,West Pullman,140913,2016,4.23,8.85,0.009828009828009828,0.12570965125709652
1373,"1436 S Trumbull Ave , Chicago, IL 60623",1600,House,2.0,5.0,Yes,Available Now,(708) 578-9198,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/5-bedroom-2-bathroom-rental-House/4624427,41.861,-87.712,POINT (-87.712 41.861),170312912001,IL,Cook,Chicago,Archer Heights,269568,2016,1.01,5.7,-0.015256588072122053,0.06267605633802817
1374,"956 W 95th St , Chicago, IL 60643",1150,Apt,1.5,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4624482,41.7217,-87.6479,POINT (-87.64790000000001 41.7217),170317302023,IL,Cook,Chicago,Brainerd,403378,2016,2.78,5.56,0.0030959752321981426,0.11265432098765432
1375,"1251 N Springfield Ave , Chicago, IL 60651",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4624517,41.9042,-87.7236,POINT (-87.7236 41.9042),170312307003,IL,Cook,Chicago,Humboldt Park,269585,2016,0.29,2.88,0.05357142857142857,0.031387319522912745
1376,"5435 S May St  , Chicago, IL 60609",1050,Apt,1.0,3.0,Yes,Available Now,(773) 925-1188,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4624733,41.795,-87.6534,POINT (-87.6534 41.795),170316120002,IL,Cook,Chicago,Back of the Yards,403146,2016,4.0,7.0,0.0,0.08339828526890102
1377,"6238 S Laflin St , Chicago, IL 60636",1000,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4624780,41.7802,-87.662,POINT (-87.66200000000001 41.7802),170316708002,IL,Cook,Chicago,Englewood,138261,2016,0.47,5.61,-0.018268467037331215,0.0744336569579288
1378,"1425 E 67th Pl , Chicago, IL 60637",1125,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4624805,41.7721,-87.5901,POINT (-87.59010000000001 41.7721),170314303001,IL,Cook,Chicago,Grand Crossing,276349,2016,2.9,7.73,-0.02107728337236534,0.058213716108452954
1379,"6321 S California Ave , Chicago, IL 60629",850,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4624816,41.7784,-87.6931,POINT (-87.6931 41.7784),170316606003,IL,Cook,Chicago,Marquette Park,403148,2016,4.12,8.23,0.029065200314218383,0.1
1380,"1500 N Leamington Ave , Chicago, IL 60651",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4624852,41.9079,-87.755,POINT (-87.755 41.9079),170312508001,IL,Cook,Chicago,North Austin,403323,2016,2.71,4.98,0.01722900215362527,0.1213832039520113
1381,"3531 W Lexington St , Chicago, IL 60624",1325,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4624883,41.8715,-87.7144,POINT (-87.7144 41.8715),170312715001,IL,Cook,Chicago,Homan Square,403327,2016,0.82,4.08,,
1382,"7 E 113th Pl , Chicago, IL 60628",1075,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4624983,41.6879,-87.6226,POINT (-87.62260000000001 41.6879),170314914002,IL,Cook,Chicago,Roseland,275251,2016,5.5,10.09,0.0048543689320388345,0.10305958132045089
1383,"5022 W Congress Pkwy , Chicago, IL 60644",1050,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4625239,41.8742,-87.7502,POINT (-87.75020000000001 41.8742),170312522013,IL,Cook,Chicago,South Austin,403120,2016,2.03,6.5,-0.003479471120389701,0.05377094972067039
1384,"152 E 107th St , Chicago, IL 60628",750,Apt,1.0,2.0,Yes,Available Now,(773) 679-9515,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4625260,41.7001,-87.6189,POINT (-87.6189 41.7001),170314909022,IL,Cook,Chicago,Rosemoor,403379,2016,2.16,6.48,0.011627906976744186,0.10727969348659004
1385,"8457 S Brandon Ave , Chicago, IL 60617",1100,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4625289,41.7413,-87.5462,POINT (-87.5462 41.7413),170314602002,IL,Cook,Chicago,The Bush,403359,2016,2.02,7.07,,
1386,"5956 W Rice St , Chicago, IL 60651",1100,Apt,1.0,2.0,Yes,Available Now,(773) 814-1069,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4625468,41.8959,-87.7745,POINT (-87.7745 41.8959),170312513005,IL,Cook,Chicago,South Austin,403120,2016,1.2,3.59,-0.003479471120389701,0.05377094972067039
1387,"7310 S Yates Blvd  , Chicago, IL 60649",1260,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4625529,41.7624,-87.5665,POINT (-87.5665 41.7624),170314308001,IL,Cook,Chicago,South Shore,269608,2016,0.96,2.87,-0.028191072826938137,0.038678485092667206
1388,"5627 S Oakley Ave , Chicago, IL 60636",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4625545,41.7915,-87.681,POINT (-87.681 41.7915),170318351001,IL,Cook,Chicago,West Englewood,269612,2016,0.58,2.92,0.0024813895781637717,0.11303630363036303
1389,"1140 W 83rd St  2, Chicago, IL 60620",900,Apt,1.0,1.0,Yes,Available Now,(773) 633-2369,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4625601,41.7433,-87.6525,POINT (-87.6525 41.7433),170317108006,IL,Cook,Chicago,Gresham,269571,2016,2.06,4.53,-0.0031007751937984496,0.09720062208398134
1390,"2731 W Polk St , Chicago, IL 60612",1500,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4625739,41.8708,-87.6948,POINT (-87.6948 41.8708),170318374002,IL,Cook,Chicago,Archer Heights,269568,2016,2.17,5.8,-0.015256588072122053,0.06267605633802817
1391,"7812 S Peoria St , Chicago, IL 60620",1350,Apt,1.0,4.0,Yes,Available Now,(773) 419-9499,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4625826,41.7519,-87.6468,POINT (-87.6468 41.7519),170317108001,IL,Cook,Chicago,Gresham,269571,2016,2.04,2.72,-0.0031007751937984496,0.09720062208398134
1392,"6346 S Saint Lawrence Ave , Chicago, IL 60637",1350,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4625851,41.7789,-87.6111,POINT (-87.61109999999999 41.7789),170314207004,IL,Cook,Chicago,West Woodlawn,403353,2016,1.64,6.01,-0.04661654135338346,0.026813880126182965
1393,"6346 S Saint Lawrence Ave , Chicago, IL 60637",1250,Apt,1.5,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4625856,41.7789,-87.6111,POINT (-87.61109999999999 41.7789),170314207004,IL,Cook,Chicago,West Woodlawn,403353,2016,1.64,6.01,-0.04661654135338346,0.026813880126182965
1394,"7208 S Peoria St , Chicago, IL 60621",1000,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4626130,41.763,-87.6471,POINT (-87.64709999999999 41.763),170316814001,IL,Cook,Chicago,Englewood,138261,2016,0.0,9.62,-0.018268467037331215,0.0744336569579288
1395,"8159 S Coles Ave , Chicago, IL 60617",875,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4626177,41.7466,-87.5488,POINT (-87.5488 41.7466),170314601003,IL,Cook,Chicago,South Chicago,140437,2016,1.57,9.45,0.02642113690952762,0.06708268330733229
1396,"7030 S Chappel Ave , Chicago, IL 60649",1200,Apt,1.5,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4626179,41.7671,-87.5754,POINT (-87.5754 41.7671),170314301012,IL,Cook,Chicago,South Shore,269608,2016,6.72,11.19,-0.028191072826938137,0.038678485092667206
1397,"4131 W 21st St , Chicago, IL 60623",1000,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4626702,41.8532,-87.7285,POINT (-87.7285 41.8532),170312925002,IL,Cook,Chicago,Archer Heights,269568,2016,1.57,5.33,-0.015256588072122053,0.06267605633802817
1398,"1621 S Kedvale Ave , Chicago, IL 60623",1500,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4626719,41.8582,-87.7283,POINT (-87.7283 41.8582),170312925001,IL,Cook,Chicago,Archer Heights,269568,2016,3.45,6.21,-0.015256588072122053,0.06267605633802817
1399,"4356 W Wilcox St , Chicago, IL 60624",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4626755,41.879,-87.7351,POINT (-87.7351 41.879),170312606001,IL,Cook,Chicago,West Garfield Park,269613,2016,0.77,3.47,-0.03136136849607983,0.046357615894039736
1400,"6900 S South Shore Dr  106, Chicago, IL 60649",1135,Apt,1.0,1.0,Yes,Available Now,(312) 989-5110,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4626893,41.7697,-87.5671,POINT (-87.5671 41.7697),170314301021,IL,Cook,Chicago,South Shore,269608,2016,3.25,9.15,-0.028191072826938137,0.038678485092667206
1401,"8746 S Dauphin Ave , Chicago, IL 60619",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4626907,41.7354,-87.6019,POINT (-87.6019 41.7354),170314408001,IL,Cook,Chicago,Burnside,137634,2016,2.26,7.89,0.01499605367008682,0.09720062208398134
1402,"10950 S Wentworth Ave , Chicago, IL 60628",700,Apt,1.0,0.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/0-bedroom-1-bathroom-rental-Apt/4626927,41.6947,-87.6282,POINT (-87.62820000000001 41.6947),170314910005,IL,Cook,Chicago,Roseland,275251,2016,3.62,6.88,0.0048543689320388345,0.10305958132045089
1403,"875 E 87th Pl , Chicago, IL 60619",875,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4626930,41.7356,-87.6018,POINT (-87.6018 41.7356),170314408001,IL,Cook,Chicago,Burnside,137634,2016,2.26,7.89,0.01499605367008682,0.09720062208398134
