,Address,Monthly Rent,Property Type,Bath,Bed,Voucher Necessary,Availability,Contact,URL,Lat,Long,Coordinates,GEOID,State,County,City,Name,RegionID
4544832,"7552 S Coles Ave 1a, Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4544832,41.7586,-87.5574,POINT (-87.5574 41.7586),170314314002,IL,Cook,Chicago,South Shore,269608
4544834,"7552 S Coles Ave 3b, Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4544834,41.7586,-87.5574,POINT (-87.5574 41.7586),170314314002,IL,Cook,Chicago,South Shore,269608
4544835,"7552 S Coles Ave 2b, Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4544835,41.7586,-87.5574,POINT (-87.5574 41.7586),170314314002,IL,Cook,Chicago,South Shore,269608
4544837,"7552 S Coles Ave 1b, Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4544837,41.7586,-87.5574,POINT (-87.5574 41.7586),170314314002,IL,Cook,Chicago,South Shore,269608
4544840,"7550 S Coles Ave 3b, Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4544840,41.7585,-87.5577,POINT (-87.5577 41.7585),170314314002,IL,Cook,Chicago,South Shore,269608
4544841,"7550 S Coles Ave 3a, Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4544841,41.7585,-87.5577,POINT (-87.5577 41.7585),170314314002,IL,Cook,Chicago,South Shore,269608
4544842,"7550 S Coles Ave 2a, Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4544842,41.7585,-87.5577,POINT (-87.5577 41.7585),170314314002,IL,Cook,Chicago,South Shore,269608
4544843,"7550 S Coles Ave 1a, Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4544843,41.7585,-87.5577,POINT (-87.5577 41.7585),170314314002,IL,Cook,Chicago,South Shore,269608
4544844,"7548 S Coles Ave 3b, Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4544844,41.7587,-87.5575,POINT (-87.5575 41.7587),170314314002,IL,Cook,Chicago,South Shore,269608
4544845,"7548 S Coles Ave 2b, Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4544845,41.7587,-87.5575,POINT (-87.5575 41.7587),170314314002,IL,Cook,Chicago,South Shore,269608
4544846,"7548 S Coles Ave 1b, Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4544846,41.7587,-87.5575,POINT (-87.5575 41.7587),170314314002,IL,Cook,Chicago,South Shore,269608
4544848,"7548 S Coles Ave 2a, Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4544848,41.7587,-87.5575,POINT (-87.5575 41.7587),170314314002,IL,Cook,Chicago,South Shore,269608
4544850,"7548 S Coles Ave 1a, Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4544850,41.7587,-87.5575,POINT (-87.5575 41.7587),170314314002,IL,Cook,Chicago,South Shore,269608
4544851,"7546 S Coles Ave 1, Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4544851,41.7587,-87.5575,POINT (-87.5575 41.7587),170314314002,IL,Cook,Chicago,South Shore,269608
4544854,"7556 S Coles Ave 2a, Chicago, IL 60649",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4544854,41.7585,-87.5573,POINT (-87.5573 41.7585),170314314002,IL,Cook,Chicago,South Shore,269608
4544916,"7614 S Normal Ave , Chicago, IL 60620",975,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4544916,41.7556,-87.6372,POINT (-87.63720000000001 41.7556),170316912001,IL,Cook,Chicago,Gresham,269571
4545037,"7554 S Coles Ave 3b, Chicago, IL 60649",1100,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4545037,41.7586,-87.5573,POINT (-87.5573 41.7586),170314314002,IL,Cook,Chicago,South Shore,269608
4545045,"7145 S Washtenaw Ave 1, Chicago, IL 60629",1275,Apt,1.0,3.0,Yes,Available Now,(773) 987-7290,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4545045,41.7632,-87.6902,POINT (-87.6902 41.7632),170316610005,IL,Cook,Chicago,Marquette Park,403148
4545106,"8010 S Coles Ave  2nd Floor, Chicago, IL 60617",950,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4545106,41.7495,-87.5493,POINT (-87.5493 41.7495),170314601002,IL,Cook,Chicago,South Chicago,140437
4545145,"1652 W Marquette Rd 2, Chicago, IL 60636",1000,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4545145,41.772175,-87.66593,POINT (-87.66593 41.772175),170316715001,IL,Cook,Chicago,West Englewood,269612
4545510,"8245 S Indiana Ave , Chicago, IL 60619",1135,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4545510,41.7442,-87.6191,POINT (-87.6191 41.7442),170314403004,IL,Cook,Chicago,Chatham,273222
4545701,"4130 W Cullerton St , Chicago, IL 60623",880,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4545701,41.8546,-87.7285,POINT (-87.7285 41.8546),170312925002,IL,Cook,Chicago,Archer Heights,269568
4545748,"6018 S Vernon Ave  3, Chicago, IL 60637",1350,Apt,1.5,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4545748,41.7852,-87.6145,POINT (-87.61450000000001 41.7852),170314206001,IL,Cook,Chicago,West Woodlawn,403353
4545966,"5113 S Indiana Ave 3, Chicago, IL 60615",1350,Apt,1.5,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-full-bathroom-rental-Apt/4545966,41.8015,-87.6206,POINT (-87.6206 41.8015),170318361001,IL,Cook,Chicago,Washington Park,275927
4545973,"2109 E 68th St 2, Chicago, IL 60649",1350,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4545973,41.7716,-87.5736,POINT (-87.5736 41.7716),170314301013,IL,Cook,Chicago,South Shore,269608
4545997,"7022 S Rockwell St 1, Chicago, IL 60629",950,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4545997,41.7657,-87.6885,POINT (-87.6885 41.7657),170316609003,IL,Cook,Chicago,Marquette Park,403148
4546004,"934 N Leclaire Ave , Chicago, IL 60651",1600,Apt,1.5,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-full-bathroom-rental-Apt/4546004,41.8978,-87.7536,POINT (-87.75360000000001 41.8978),170312511003,IL,Cook,Chicago,South Austin,403120
4546125,"2319 E 70th Pl 111e, Chicago, IL 60649",880,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4546125,41.7669,-87.569,POINT (-87.569 41.7669),170314301022,IL,Cook,Chicago,South Shore,269608
4546137,"3640 W Cermak Rd 8, Chicago, IL 60623",1250,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4546137,41.8517,-87.7167,POINT (-87.7167 41.8517),170318414002,IL,Cook,Chicago,Little Village,403117
4546143,"2319 E 70th Pl 111, Chicago, IL 60649",880,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4546143,41.7669,-87.569,POINT (-87.569 41.7669),170314301022,IL,Cook,Chicago,South Shore,269608
4546214,"4619 S Evans Ave  3, Chicago, IL 60653",1400,Apt,1.5,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4546214,41.8106,-87.6077,POINT (-87.60769999999999 41.8106),170318436002,IL,Cook,Chicago,Bronzeville,403145
4546222,"9121 S Cottage Grove Ave  , Chicago, IL 60619",1000,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4546222,41.7288,-87.6045,POINT (-87.6045 41.7288),170314408002,IL,Cook,Chicago,Burnside,137634
4546307,"7337 S South Shore Dr , Chicago, IL 60649",850,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4546307,41.7634,-87.5585,POINT (-87.5585 41.7634),170314314001,IL,Cook,Chicago,South Shore,269608
4546853,"7925 S Vernon Ave 101, Chicago, IL 60619",1400,Apt,1.5,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4546853,41.7504,-87.6133,POINT (-87.6133 41.7504),170314402014,IL,Cook,Chicago,Chatham,273222
4546948,"8443 S Bennett Ave 2, Chicago, IL 60617",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4546948,41.7412,-87.5779,POINT (-87.5779 41.7412),170314503002,IL,Cook,Chicago,Stony Island Park,403128
4546949,"7804 S Burnham Ave 3, Chicago, IL 60649",1200,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4546949,41.7534,-87.5574,POINT (-87.5574 41.7534),170314313011,IL,Cook,Chicago,South Shore,269608
4546961,"3552 W Polk St 3rd Floor, Chicago, IL 60624",1375,Apt,1.0,3.0,Yes,Available Now,(773) 909-9002,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4546961,41.8711,-87.7152,POINT (-87.7152 41.8711),170312715001,IL,Cook,Chicago,Homan Square,403327
4546981,"7635 S Coles Ave 1a, Chicago, IL 60649",950,Apt,1.0,2.0,Yes,Available Now,(773) 317-3767,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4546981,41.7574,-87.5555,POINT (-87.55549999999999 41.7574),170314314002,IL,Cook,Chicago,South Shore,269608
4547130,"11419 S Throop St 1, Chicago, IL 60643",900,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4547130,41.6861,-87.654,POINT (-87.654 41.6861),170317506002,IL,Cook,Chicago,Morgan Park,269595
4547387,"8449 S Carpenter St 1, Chicago, IL 60620",1000,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4547387,41.74,-87.6495,POINT (-87.6495 41.74),170317110001,IL,Cook,Chicago,Gresham,269571
4548098,"4241 W Carroll Ave 2, Chicago, IL 60624",875,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4548098,41.8867,-87.7323,POINT (-87.7323 41.8867),170312603001,IL,Cook,Chicago,West Garfield Park,269613
4548290,"1716 W 87th St 2, Chicago, IL 60620",900,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4548290,41.7358,-87.6662,POINT (-87.6662 41.7358),170317112002,IL,Cook,Chicago,Gresham,269571
4548347,"10658 S Vernon Ave 2, Chicago, IL 60628",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4548347,41.7004,-87.6123,POINT (-87.6123 41.7004),170314909021,IL,Cook,Chicago,Rosemoor,403379
4548394,"7926 S Carpenter St 1, Chicago, IL 60620",1100,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4548394,41.7497,-87.6504,POINT (-87.6504 41.7497),170317108005,IL,Cook,Chicago,Gresham,269571
4548405,"2748 W 64th St 2, Chicago, IL 60629",1000,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4548405,41.7773,-87.6926,POINT (-87.6926 41.7773),170316606003,IL,Cook,Chicago,Marquette Park,403148
4548485,"3846 W Congress Pkwy 2, Chicago, IL 60624",925,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4548485,41.8747,-87.7225,POINT (-87.7225 41.8747),170312608002,IL,Cook,Chicago,East Garfield Park,269577
4548638,"11419 S Throop St 1, Chicago, IL 60643",1000,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4548638,41.6861,-87.654,POINT (-87.654 41.6861),170317506002,IL,Cook,Chicago,Morgan Park,269595
4548716,"7818 S Winchester Ave 2, Chicago, IL 60620",1300,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4548716,41.7515,-87.6723,POINT (-87.67230000000001 41.7515),170317104006,IL,Cook,Chicago,Gresham,269571
4548761,"1520 E Marquette Rd 3, Chicago, IL 60637",1500,Apt,2.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-Apt/4548761,41.7754,-87.5879,POINT (-87.5879 41.7754),170318439001,IL,Cook,Chicago,Woodlawn,276138
4548955,"6158 S King Dr , Chicago, IL 60637",1100,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4548955,41.7822,-87.6161,POINT (-87.6161 41.7822),170314008001,IL,Cook,Chicago,Washington Park,275927
4549017,"5732 S Sangamon St 1, Chicago, IL 60621",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4549017,41.7896,-87.649,POINT (-87.649 41.7896),170318347002,IL,Cook,Chicago,Englewood,138261
4549391,"11432 S Forest Ave 2, Chicago, IL 60628",1800,Apt,2.0,5.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/5-bedroom-2-bathroom-rental-Apt/4549391,41.6863,-87.616,POINT (-87.616 41.6863),170314914003,IL,Cook,Chicago,Roseland,275251
4549807,"366 E 59th St 1, Chicago, IL 60637",900,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4549807,41.7875,-87.6165,POINT (-87.6165 41.7875),170318345001,IL,Cook,Chicago,Washington Park,275927
4549874,"434 W 98th Pl 1, Chicago, IL 60628",1100,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4549874,41.7152,-87.6351,POINT (-87.63509999999999 41.7152),170317305001,IL,Cook,Chicago,Longwood Manor,403376
4550009,"7309 S Champlain Ave , Chicago, IL 60619",900,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4550009,41.7618,-87.6088,POINT (-87.6088 41.7618),170316909002,IL,Cook,Chicago,Park Manor,403356
4550013,"7309 S Champlain Ave , Chicago, IL 60619",950,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4550013,41.7618,-87.6088,POINT (-87.6088 41.7618),170316909002,IL,Cook,Chicago,Park Manor,403356
4550093,"7620 S Colfax Ave , Chicago, IL 60649",800,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4550093,41.7565,-87.5618,POINT (-87.56180000000001 41.7565),170314313023,IL,Cook,Chicago,South Shore,269608
4550098,"7334 S Jeffery Blvd , Chicago, IL 60649",980,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4550098,41.7615,-87.5762,POINT (-87.5762 41.7615),170314309001,IL,Cook,Chicago,South Shore,269608
4550494,"6314 S Honore St 2, Chicago, IL 60636",1050,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4550494,41.7788,-87.6706,POINT (-87.67059999999999 41.7788),170316713001,IL,Cook,Chicago,West Englewood,269612
4550782,"7044 S Perry Ave 2, Chicago, IL 60621",1100,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4550782,41.7659,-87.6286,POINT (-87.62860000000001 41.7659),170316903002,IL,Cook,Chicago,Englewood,138261
4551368,"7936 S Carpenter St , Chicago, IL 60620",1088,Apt,1.0,2.0,Yes,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4551368,41.7498,-87.6502,POINT (-87.6502 41.7498),170317108005,IL,Cook,Chicago,Gresham,269571
4551376,"6800 S Talman Ave 1, Chicago, IL 60629",1253,Apt,1.0,3.0,Yes,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4551376,41.7699,-87.6898,POINT (-87.68980000000001 41.7699),170316609003,IL,Cook,Chicago,Marquette Park,403148
4551390,"8331 S Saginaw Ave , Chicago, IL 60617",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4551390,41.7436,-87.5597,POINT (-87.55970000000001 41.7436),170314603023,IL,Cook,Chicago,South Chicago,140437
4551449,"1123 S Richmond St 1, Chicago, IL 60612",1381,Apt,1.5,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-full-bathroom-rental-Apt/4551449,41.8676,-87.6992,POINT (-87.6992 41.8676),170318386002,IL,Cook,Chicago,Archer Heights,269568
4551452,"4711 W Lexington St 2, Chicago, IL 60644",1483,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4551452,41.8712,-87.7428,POINT (-87.7428 41.8712),170318314001,IL,Cook,Chicago,Archer Heights,269568
4551464,"3135 W 15th St 2, Chicago, IL 60623",1250,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4551464,41.8613,-87.7044,POINT (-87.70440000000001 41.8613),170318431001,IL,Cook,Chicago,Archer Heights,269568
4551545,"3303 W Walnut St  1, Chicago, IL 60624",1200,Apt,1.0,3.0,Yes,Available Now,(773) 517-8167,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4551545,41.8852,-87.7089,POINT (-87.7089 41.8852),170318368002,IL,Cook,Chicago,East Garfield Park,269577
4551750,"5840 N Sheridan Rd 506, Chicago, IL 60660",800,Apt,1.0,0.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/0-bedroom-1-bathroom-rental-Apt/4551750,41.9885,-87.6553,POINT (-87.6553 41.9885),170310306013,IL,Cook,Chicago,Edgewater Beach,403257
4551761,"705 W 73rd St 1, Chicago, IL 60621",1185,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4551761,41.7615,-87.642,POINT (-87.642 41.7615),170316813003,IL,Cook,Chicago,Englewood,138261
4551867,"8009 S Phillips Ave  3, Chicago, IL 60617",950,Apt,1.5,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-full-bathroom-rental-Apt/4551867,41.7495,-87.5647,POINT (-87.5647 41.7495),170314604001,IL,Cook,Chicago,South Chicago,140437
4552033,"6437 S Drexel Ave 2b, Chicago, IL 60637",977,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4552033,41.7775,-87.6028,POINT (-87.6028 41.7775),170314208001,IL,Cook,Chicago,Woodlawn,276138
4552034,"6215 S Langley Ave 301, Chicago, IL 60637",846,Apt,2.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-2-bathroom-rental-Apt/4552034,41.7818,-87.6081,POINT (-87.60809999999999 41.7818),170314205002,IL,Cook,Chicago,West Woodlawn,403353
4552336,"3922 W Augusta Blvd 2, Chicago, IL 60651",825,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4552336,41.8991,-87.7247,POINT (-87.7247 41.8991),170312312005,IL,Cook,Chicago,Humboldt Park,269585
4552368,"1424 North Laramie Avenue 1 , Chicago, IL 60651",1350,Apt,1.5,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4552368,41.9066,-87.7562,POINT (-87.75620000000001 41.9066),170312507001,IL,Cook,Chicago,North Austin,403323
4552411,"6423 S Washtenaw Ave 25, Chicago, IL 60629",1000,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4552411,41.7765,-87.6905,POINT (-87.6905 41.7765),170316606002,IL,Cook,Chicago,Marquette Park,403148
4552500,"7131 S Mozart St  1r, Chicago, IL 60629",800,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4552500,41.7636,-87.6939,POINT (-87.6939 41.7636),170316611001,IL,Cook,Chicago,Marquette Park,403148
4552502,"7030 S Fairfield Ave 1r, Chicago, IL 60629",950,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4552502,41.7654,-87.6922,POINT (-87.6922 41.7654),170316609003,IL,Cook,Chicago,Marquette Park,403148
4552792,"6216 S Hermitage Ave 1, Chicago, IL 60636",1000,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4552792,41.7807,-87.6682,POINT (-87.6682 41.7807),170316707002,IL,Cook,Chicago,West Englewood,269612
4552813,"7816 South Carpenter Street 2, Chicago, IL 60620",1250,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4552813,41.7518,-87.6505,POINT (-87.65049999999999 41.7518),170317108005,IL,Cook,Chicago,Gresham,269571
4552925,"1311 E 73rd St , Chicago, IL 60619",900,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4552925,41.7621,-87.5928,POINT (-87.5928 41.7621),170314304003,IL,Cook,Chicago,Grand Crossing,276349
4552935,"1311 E 73rd St , Chicago, IL 60619",1000,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4552935,41.7621,-87.5928,POINT (-87.5928 41.7621),170314304003,IL,Cook,Chicago,Grand Crossing,276349
4553074,"7300 S Union Ave 3, Chicago, IL 60621",1185,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4553074,41.7615,-87.6422,POINT (-87.6422 41.7615),170316813003,IL,Cook,Chicago,Englewood,138261
4553076,"705 W 73rd St 2, Chicago, IL 60621",1185,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4553076,41.7616,-87.642,POINT (-87.642 41.7616),170316813003,IL,Cook,Chicago,Englewood,138261
